1 on 1 Phlebotomy,totalScore,reviewsCount,street,city,regions serviced,state,countryCode,website,phone,categoryName,url
Orinda Center Lab,,0,341 Carol Dr,Massapequa Park,,New York,US,https://www.nyelitemobileexaminers.com/,(516) 795-1245,Medical examiner,https://www.google.com/maps/search/?api=1&query=Elite%20Mobile%20Examiners&query_place_id=ChIJ14wz9avDRqARyFvUFYOeo4A
Outpatient Blood Drawing Lab,4,87,3247 NY-112 bldg 3,Medford,,New York,US,https://hunterbusinessschool.edu/,(631) 736-7360,Technical school,https://www.google.com/maps/search/?api=1&query=Hunter%20Business%20School%20-%20Medford%20Campus&query_place_id=ChIJ7WCCJnlG6IkRqX_tZpPfVrM
Owensboro Health Twin Lakes Medical Center Laboratory Services,2.3,6,2 Ohio Dr #102,New Hyde Park,,New York,US,https://east.optum.com/locations/lab-draw-station-lake-success/?cid=OC_80.6+dirc+os+NY+Optum_phny+newpat+netnew+gprac+ggl+eng+na+l,(516) 696-2871,Diagnostic center,https://www.google.com/maps/search/?api=1&query=Optum%20Lab%20Draw%20Station%20-%20Lake%20Success%20-%20Ohio%20Dr&query_place_id=ChIJM2G6-2qJwokRnK34xAX3n04
Palo Alto Center Lab,5,75,31 W 34th St. Suite 7035,New York,,New York,US,http://www.catapersonnel.com/,(917) 828-0332,Home health care service,https://www.google.com/maps/search/?api=1&query=CATA%20Personnel%20Services%20Inc.&query_place_id=ChIJA5Xgp3RZwokRgoIvMKh35ng
PAMF LAB,4.6,56,353 W 48th St Suite 450,New York,,New York,US,http://www.venistatmobilelabs.com/,(929) 529-7799,Medical laboratory,https://www.google.com/maps/search/?api=1&query=VeniStat%20Mobile%20Labs&query_place_id=ChIJtS0asApZwokRRrT1cxA2qOY
"Paris Paramedical Services, LLC",4.6,61,110 E 60th St Suite 700,New York,,New York,US,https://nwhlabs.northwell.edu/locations/110-east-60th-street?utm_source=provider_listing&utm_medium=partner&utm_campaign=yext,(646) 438-9365,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Northwell%20Health%20Labs%20at%20110%20East%2060th%20Street&query_place_id=ChIJndzd73hZwokRlV9Y-_cyBVg
Pascagoula Hospital Outpatient Lab,3.8,28,"Schwartz Health Care Center (HCC, 560 1st Ave Room 104",New York,,New York,US,https://nyulangone.org/locations/nyu-langone-outpatient-laboratory?cid=syn_yext&y_entity_id=17278878077384700000&y_source=1_MTA3Njc2MTQzMC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(212) 263-0910,Medical laboratory,https://www.google.com/maps/search/?api=1&query=NYU%20Langone%20Outpatient%20Laboratory&query_place_id=ChIJL8q7XgtZwokRYGkWjYs3TVg
Passionate Hands Phlebotomy Services LLC,3.9,111,980 6th Ave,New York,,New York,US,https://www.speedysticks.com/,(347) 292-9570,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Speedy%20Sticks&query_place_id=ChIJ4bfo0atZwokRoFV22i_o83s
Patel Labs - Quest,5,2,80 Broad St,New York,,New York,US,https://www.speedysticks.com/,(347) 292-9570,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Speedy%20Sticks&query_place_id=ChIJmS8DBRRawokRvfXvcrM9UHQ
Pathway Clinical Institute,4.3,69,16 E 34th St,New York,,New York,US,https://www.speedysticks.com/,(347) 292-9570,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Speedy%20Sticks&query_place_id=ChIJu9ivMqhZwokRhkwHSQJvm-E
Patient Service Center,3.5,50,60 W 13th St,New York,,New York,US,https://www.speedysticks.com/,(347) 292-9570,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Speedy%20Sticks&query_place_id=ChIJ__-vx5dZwokRyY-a3kM-f_M
Patient Service Center,4,4,25 Broad St,New York,,New York,US,,(347) 292-9570,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Speedy%20Sticks%20(25%20Broad%20Saint%20)&query_place_id=ChIJfShbwBZawokRRKndxpHcmdM
Peace of Mind Mobile phlebotomist.com,3.8,50,100 Manetto Hill Rd Ste 309,Plainview,,New York,US,https://locations.labcorp.com/ny/plainview/26553/,(516) 433-8371,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJXYASQOeBwokRZ9DZutZq2Xg
"PediaLabs, LLC",3.1,24,377 S Oyster Bay Rd,Plainview,,New York,US,https://nwhlabs.northwell.edu/locations/plainview?utm_source=provider_listing&utm_medium=partner&utm_campaign=yext,(516) 858-4126,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Northwell%20Health%20Labs%20at%20Plainview&query_place_id=ChIJXwpw5K6BwokRsDbGK8pXv2Q
Personal Touch Phlebotomy LLC,,0,6734 US-9,Rhinebeck,,New York,US,https://east.optum.com/locations/lab-draw-station-rhinebeck?cid=OC_80.6+dirc+os+NY+Optum_cmm+newpat+netnew+gprac+ggl+eng+na+l,,Diagnostic center,https://www.google.com/maps/search/?api=1&query=Optum%20Lab%20Draw%20Station%20-%20Rhinebeck&query_place_id=ChIJU1W395oN3YkRLml91JcyI3s
Petaluma Center Lab,5,15,1504 Scottsville rd suite 214,Rochester,,New York,US,http://www.veinflow.org/,(585) 770-7003,Blood testing service,https://www.google.com/maps/search/?api=1&query=VEINFLOW%20Mobile%20Phlebotomy&query_place_id=ChIJdeJ-Uoup-w4Rp3y_tpBvalY
PFM Mobile Phlebotomy and Wellness LLC,4.3,20,2273 S Clinton Ave,Rochester,,New York,US,https://www.acmgloballab.com/,(585) 247-3500,Medical laboratory,https://www.google.com/maps/search/?api=1&query=ACM%20Labs&query_place_id=ChIJKaU9niRL0YkRLJ8V0D0AD9s
PFM Mobile Phlebotomy and Wellness LLC,2.4,18,"601 Elmwood Ave 1st FL, 1-1345",Rochester,,New York,US,https://www.urmc.rochester.edu/,(585) 758-0510,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UR%20Medicine%20Labs%20%E2%80%93%20Strong%20Memorial%20Hospital&query_place_id=ChIJx266GMy01okR3bHt9MtoUuI
Phleb Cares Mobile Phlebotomy & IV Vitamin Therapy,3,51,2300 Buffalo Rd Building 900A,Rochester,,New York,US,https://www.urmc.rochester.edu/locations/labs-gates-cornerstone-centre,(585) 758-0510,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UR%20Medicine%20Labs%20%E2%80%93%20Gates&query_place_id=ChIJA1NTf0uy1okRkVxwohLJX00
"PHLEB STARZ MOBILE PHLEBOTOMY,LLC",3.1,49,777 S Clinton Ave #150,Rochester,,New York,US,https://www.urmc.rochester.edu/locations/labs-lovejoy,(585) 758-0510,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UR%20Medicine%20Labs%20%E2%80%93%20Rochester%20(Lovejoy%20Family%20Medicine)&query_place_id=ChIJwQGT-xq11okR0hv1o3yDfAQ
PhlebCARE Mobile Phlebotomy,3.4,32,905 Culver Rd,Rochester,,New York,US,https://www.urmc.rochester.edu/locations/labs-perinton,(585) 758-0510,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UR%20Medicine%20Labs%20%E2%80%93%20Rochester%20(Culver%20Road)&query_place_id=ChIJL3dV3Yi11okRMDe3sJysSlc
Phlebelle Mobile Services,3,8,259 Monroe Ave,Rochester,,New York,US,https://www.urmc.rochester.edu/locations/labs-trillium-health,(585) 758-0510,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UR%20Medicine%20Labs%20%E2%80%93%20Rochester%20(Trillium%20Health)&query_place_id=ChIJ5xIpygO11okR_UobErg43rs
Phlebotek Solutions,3.6,21,3 Technology Dr #600,Setauket- East Setauket,,New York,US,https://www.stonybrookmedicine.edu/patientcare/laboratory-services-blood-drawing,(631) 444-4033,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Customer%20Service%20Lab&query_place_id=ChIJDYbYfqo46IkRieZpQTp_RmQ
Phlebotomy Lab | Boston Children's Hospital,5,25,200-02 Linden Blvd,St. Albans,,New York,US,https://www.justapinchmobilephlebotomy.com/contact,(516) 500-2757,Blood testing service,https://www.google.com/maps/search/?api=1&query=Just%20A%20Pinch%20Mobile%20Phlebotomy&query_place_id=ChIJ___Dl1lhwokRSnSeOQusecU
Phlebotomy Lab at North Dartmouth,4.8,40,331 Seaview Ave,Staten Island,,New York,US,http://www.thenewmillenniumtrainingcenter.com/,(718) 667-7741,Nursing school,https://www.google.com/maps/search/?api=1&query=The%20New%20Millennium%20Training%20Center&query_place_id=ChIJrcdUksROwokRW5A0ckLHvqI
Phlebotomy On Demand LLC,4.3,7,242 Mason Ave,Staten Island,,New York,US,https://www.northwell.edu/northwell-health-labs/locations/242-mason-avenue?utm_source=provider_listing&utm_medium=partner&utm_campaign=doctor_dot_com,(718) 226-6120,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Northwell%20Health%20Labs%20at%20242%20Mason%20Avenue&query_place_id=ChIJZSLkFMpPwokRAkH28JwAEMo
Phlebotomy Plus,2.3,3,90 Presidential Ct # 1,Syracuse,,New York,US,https://www.upstate.edu/pathology/healthcare/patient-info/service_centers.php,(315) 464-2545,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Outpatient%20Blood%20Drawing%20Lab&query_place_id=ChIJLZwCRbvz2YkRqIaFusHoYC0
Phlebotomy Training Specialists,3.4,26,1904 Genesee St Ste,Utica,,New York,US,https://locations.labcorp.com/ny/utica/24412/,(315) 797-1082,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJl9XaCjpB2YkRzYObV7LbEzk
Phlebotomy Training Specialists,3.3,28,4417 Vestal Pkwy E,Vestal,,New York,US,https://www.nyuhs.org/location-search/uhs-lab-services-vestal-psc,(607) 798-7272,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UHS%20Lab%20Services%20-%20Vestal&query_place_id=ChIJp_6WIMDu2okR3bBsjXkPFSQ
PHLEBS MOBILE PHLEBOTOMY SERVICES LLC,3.3,56,6532 Anthony Dr suite b,Victor,,New York,US,https://www.urmc.rochester.edu/locations/labs-victor,(585) 758-0510,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UR%20Medicine%20Labs%20%E2%80%93%20Victor&query_place_id=ChIJcR8L_-cx0YkRU87wJia-4Ek
Phlebstick Mobile LLC,3.5,21,2000 Empire Blvd,Webster,,New York,US,https://www.rochesterregional.org/locations/labs/bay-creek?y_source=1_OTkwMDgyMy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(585) 922-5227,Medical laboratory,https://www.google.com/maps/search/?api=1&query=RRH%20Labs&query_place_id=ChIJmYXq6m7J1okRJj96StySyg0
PHLEBX INC,2.7,46,1900 Empire Blvd Suite 200,Webster,,New York,US,https://www.urmc.rochester.edu/locations/labs-webster-family-medicine,(585) 758-0510,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UR%20Medicine%20Labs%20%E2%80%93%20Webster%20(BayTowne%20Plaza)&query_place_id=ChIJwZ-34nzJ1okRiYBHnz4wSyA
Physicians Preferred Laboratory,5,9,40 Gardenville Pkwy W Suite 114,West Seneca,,New York,US,http://rosiabphlebotomy.com/,(716) 939-1776,Home health care service,https://www.google.com/maps/search/?api=1&query=Rosia%20B.%20Mobile%20Phlebotomy%20Services%20LLC&query_place_id=ChIJY2cuG3ZSaCgRS79OHRpxOtA
Piedmont Paramedical Association Inc,,0,40 Gardenville Pkwy W Suit 114,West Seneca,,New York,US,https://www.rosiabphlebotomy.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=18294317731738684298,(716) 939-1776,Home health care service,https://www.google.com/maps/search/?api=1&query=Rosia%20B.%20Mobile%20Phlebotomy%20Services%20LLC&query_place_id=ChIJH48ZOoz0RWYRdavfATKFIxI
Pinnacle Mobile Phlebotomy,1.6,8,210 Westchester Ave,White Plains,,New York,US,https://www.westmedgroup.com/services/lab-and-pathology/hours,(914) 682-0700,Medical laboratory,https://www.google.com/maps/search/?api=1&query=WestMed%20Lab&query_place_id=ChIJQU7omGSXwokRbZaVhYZOl8M
PinPoint Phlebotomy LLC,5,1,,,,New York,US,http://www.sederickmobilemed.com/,(914) 200-4452,Blood testing service,https://www.google.com/maps/search/?api=1&query=Sederick%20Mobile%20Med%20%7C%20Mobile%20Phlebotomy%20%26%20At-Home%20Medical%20Services%20in%20New%20York&query_place_id=ChIJXUG-VOQb-yoRXq3yYk37LYE
Precise Pokes Mobile Phlebotomy Service,,0,,,West New York,New York,US,https://www.rosiabphlebotomy.com/,(716) 939-1776,Home health care service,https://www.google.com/maps/search/?api=1&query=Rosia%20B.%20Mobile%20Phlebotomy%20Services%20LLC&query_place_id=ChIJmccMOECmkacRQt3Jnjo9x0w
Precision Mobile Phlebotomy Services LLC,5,9,,,,New York,US,,(631) 278-3209,Home health care service,https://www.google.com/maps/search/?api=1&query=Natural%20Flow%20Mobile%20Phlebotomy%20LLC&query_place_id=ChIJdQYnCc5Q40IRYLH4oTJ5Ars
preferred home phlebotomy - mobile phlebotomy,,0,,"New York City, Long Island",,"New York, New Jersey",US,https://venistatmobilelabs.com/,(937) 307-9639,Laboratory,https://www.google.com/maps/search/?api=1&query=Venistat%20Mobile%20Phlebotomy%20LLC&query_place_id=ChIJPSNBbeR_QIgRBh3_tiuuH2k
Premier Medical Lab,,0,,,,"New York, New Jersey",US,,(240) 459-8945,Medical laboratory,https://www.google.com/maps/search/?api=1&query=SSR%20Mobile%20Phlebotomy%20and%20Services&query_place_id=ChIJM0SiwNLFt4kRhnVjmIYtsj4
Premier Mobile Phlebotomy,5,1,,,Tri-State,"New York, New Jersey, Connecticut",US,https://burdiermobilephlebotomy.com/,(516) 508-1898,Home health care service,https://www.google.com/maps/search/?api=1&query=Burdier%20Mobile%20Phlebotomy&query_place_id=ChIJgwX2nlbNnWwR3hLkFcU7_pE
Premier Mobile Phlebotomy,,0,,,,"New York, New Jersey, Florida, Maryland, Pennsylvania",US,http://www.phlebx.com/,,Home health care service,https://www.google.com/maps/search/?api=1&query=PHLEBX%20INC&query_place_id=ChIJMy-DOVuf2YYRt-nmjJnLqjA
Prime Medical Testing,5,704,116 Salem Towne Ct,Apex,,North Carolina,US,http://caringhandsmls.com/,(888) 351-9922,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Caring%20Hands%20Medical%20Lab%20Services&query_place_id=ChIJaWnAk6VnrIkRh8cKq9-bJOc
Primitis Mobile Examiners LLC,1,1,322 Lamar Ave Ste 105,Charlotte,,North Carolina,US,http://omlwellness.com/,(980) 207-0638,Laboratory,https://www.google.com/maps/search/?api=1&query=OML%20Wellness%20Solutions%20%2F%20Phlebotomy%2F%20DOT%20Physicals%2F%20Drug%20Screening%20Testing%20%2F%20DNA%20Testing%2F%20Mobile%20Services&query_place_id=ChIJMa9TJEOfVogRNAfvlMCwO7M
Principle Health Systems Laboratory & Mobile Phlebotomy,5,4,2401 Whitehall Park Dr Suite 700,Charlotte,,North Carolina,US,http://www.meridianlaboratory.com/,(704) 992-0708,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Meridian%20Laboratory&query_place_id=ChIJx6xlB3IjIRURg3fTk_kvtTQ
Principle Health Systems Laboratory & Mobile Phlebotomy - Austin,5,33,,Charlotte,,North Carolina,US,http://www.mobilelabbuddy.com/,(704) 226-3086,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mobile%20Lab%20Buddy&query_place_id=ChIJc3Q0zC0XxYERr6bcvRKmbis
Principle Health Systems Laboratory & Mobile Phlebotomy - Dallas/Ft. Worth,3.7,36,1815 Back Creek Dr,Charlotte,,North Carolina,US,https://cmedlab.com/,(800) 963-3522,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Carolina%20Medical%20Lab&query_place_id=ChIJv303L7IeVIgRlnvJE47b1do
Principle Health Systems Laboratory & Mobile Phlebotomy - San Antonio,4.3,29,1337 Hundred Oaks Dr Suite A,Charlotte,,North Carolina,US,https://www.lighthouselabservices.com/?utm_campaign=gmb,(844) 789-4874,Consultant,https://www.google.com/maps/search/?api=1&query=Lighthouse%20Lab%20Services&query_place_id=ChIJJ9fCNWaNrIkR_rfhugKULuE
Professional Medical Trainers of Alaska,,0,8511 Davis Lake Pkwy C6-149,Charlotte,,North Carolina,US,https://www.serenitymobilephlebotomy.com/,(910) 882-3555,Medical office,https://www.google.com/maps/search/?api=1&query=Serenity%20Mobile%20Phlebotomy%2C%20LLC&query_place_id=ChIJGWWnjaunVogRTcoZZkAEd-Q
"Professional Mobile Phlebotomist, LLC",5,16,101 N Tryon St Suite 600,Charlotte,,North Carolina,US,,(980) 433-0730,Medical laboratory,https://www.google.com/maps/search/?api=1&query=The%20Lab%3A%20Mobile%20Phlebotomy%20Svcs%20LLC&query_place_id=ChIJI1bICJqhVogRcmebFxm5ZE0
Professional Phlebotomy Services,,0,1213 W Morehead St 5th Floor,Charlotte,,North Carolina,US,,(704) 778-4400,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Top%20Phlight%20Lab%20Services&query_place_id=ChIJFdmKDeGhVogR3w_y4zQrV30
Prostixmp,4.3,4,7204 W Friendly Ave A,Greensboro,,North Carolina,US,http://www.piedmontparamedical.com/,(336) 315-0704,Drug testing service,https://www.google.com/maps/search/?api=1&query=Piedmont%20Paramedical%20Association%20Inc&query_place_id=ChIJKUxzfyfQJRUR9wGE8BhEe2s
"QLabs, Inc.",5,10,2 Centerview Dr,Greensboro,,North Carolina,US,https://straighttothevein8.godaddysites.com/,(833) 378-8834,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Straight%20To%20The%20Vein%20%2C%20Phlebotomy%20services&query_place_id=ChIJC4fylwQR_IARM7WoOMRCRRQ
Quanta Laboratories,5,12,,"Mooresville, Huntersville, Statesville, Winston Salem, Lake Norman, Charlotte, Hickory ",,North Carolina,US,http://www.advancedmobilephlebotomyservice.com/,(704) 437-1780,Laboratory,https://www.google.com/maps/search/?api=1&query=Advanced%20Mobile%20Phlebotomy%20Service%2C%20LLC&query_place_id=ChIJvQo-CrdiB4IR3dZTUBPzK8M
QuantumLab Solutions Mobile Phlebotomy Services,4.6,10,23611 Chagrin Blvd # 120,Beachwood,,Ohio,US,http://www.werenearthevein.com/,(216) 939-6768,Blood testing service,https://www.google.com/maps/search/?api=1&query=We%E2%80%99re%20Near%20The%20Vein%20Mobile%20Phlebotomist&query_place_id=ChIJ5QjT2tkZaqkR4KcJeNdpILk
Quest Diagnostics,4,1,"3999 Richmond Rd 3rd Floor, Suite 3500",Beachwood,,Ohio,US,https://www.uhhospitals.org/locations/uh-ahuja-medical-center/services/laboratory-services-at-UH-Ahuja?utm_campaign=UH_Drusinsky_Sports_Medicine_Institute_Laboratory_3999_Richmond_Road&utm_source=yext&utm_medium=locallisting&utm_content=website_url,(216) 285-6134,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UH%20Drusinsky%20Sports%20Medicine%20Institute%20Laboratory%20Services&query_place_id=ChIJRe0GMCsDMYgRYS3PYUFQNHE
Quest Diagnostics,2.3,3,50 Blaine Ave # 2100,Bedford,,Ohio,US,https://www.uhhospitals.org/locations/uh-bedford-medical-center/services/uh-bedford-patient-service-center-laboratory-service-foundation,(440) 735-2551,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UH%20Bedford%20Medical%20Patient%20Service%20Center%20Laboratory%20Services&query_place_id=ChIJ20Wcy6XjMIgRfSAzPmg2bC4
Quest Diagnostics,,0,"Corporate office, Elm St ste 270 1178",Cincinnati,,Ohio,US,http://katuralab.com/,(833) 528-8721,Laboratory,https://www.google.com/maps/search/?api=1&query=Katura%20Laboratory%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJZaDUTDuxQYgRV1Ff9J-our0
Quest Diagnostics,,0,2345 Ashland Ave,Cincinnati,,Ohio,US,https://empressmps.com/about-us/,(513) 512-2272,Laboratory,https://www.google.com/maps/search/?api=1&query=Empress%20Mobile%20Phlebotomy%20Services%20LLC&query_place_id=ChIJAyKRlcuzQYgR8oKC4esmIXw
Quest Diagnostics,,0,2323 Montana Ave Suite 500,Cincinnati,,Ohio,US,https://guardianlabsllc.com/,(513) 888-6471,School,https://www.google.com/maps/search/?api=1&query=Guardian%20Labs%20Phlebotomy%20School&query_place_id=ChIJneQ0vom1QYgRTRgDF2nSXyM
Quest Diagnostics,4.9,21,1577B Goodman Ave Suite 3,Cincinnati,,Ohio,US,https://quickdrawsllc.com/,(513) 202-3410,Medical laboratory,https://www.google.com/maps/search/?api=1&query=QuickDraws%20Mobile%20Lab%2C%20LLC&query_place_id=ChIJAUuXNG5LQIgRtw3uIy-DoeM
Quest Diagnostics,4.3,46,,Cinncinnati,,Ohio,US,https://surepointsolutions.square.site/,(513) 400-4005,Blood testing service,https://www.google.com/maps/search/?api=1&query=Surepoint%20Solutions&query_place_id=ChIJ76Xsfn9PQIgRuepfgVCxYFk
Quest Diagnostics,5,3,,Cinncinnati,,Ohio,US,,(513) 512-2272,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Empress%20Mobile%20Phlebotomy%20Services%20LLC&query_place_id=ChIJcVTxqXz5eKMR6EZaRbeST6w
Quest Diagnostics,4.5,2,815 Superior Ave STE 1618,Cleveland,,Ohio,US,https://www.oneveinmobilephlebotomy.com/,(234) 973-8454,Laboratory,https://www.google.com/maps/search/?api=1&query=One%20Vein%20Mobile%20Phlebotomy&query_place_id=ChIJ3XsKMI77MIgRrwnj6imMfow
Quest Diagnostics,4,4,11100 Euclid Ave Humphrey 1635,Cleveland,,Ohio,US,https://www.uhhospitals.org/locations/uh-cleveland-medical-center/uh-humphrey-1635-laboratory-service-foundation,(440) 745-5708,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UH%20Cleveland%20Medical%20Center%20Laboratory%20Services%20Humphrey&query_place_id=ChIJv9FmALn7MIgRsGgrii495Lc
Quest Diagnostics,5,8,,"Cleveland, Akron",,Ohio,US,https://www.google.com/maps/search/?api=1&query=Helping%20Hands%20Mobile%20Medical%20Service&query_place_id=ChIJm480pwj7MIgRWF0EnEj8Zpc,(216) 785-8549,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Helping%20Hands%20Mobile%20Medical%20Service&query_place_id=ChIJm480pwj7MIgRWF0EnEj8Zpc
