name,totalScore,reviewsCount,street,regions serviced,city,state,countryCode,website,phone,categoryName,url,is_mobile_phlebotomy,is_nationwide,verified_service_areas,validation_notes
"Divine Touch Mobile Phlebotomy Service, LLC",5,1,6725 Grovers Ave,,Philadelphia,Pennsylvania,US,,,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Divine%20Touch%20Mobile%20Phlebotomy%20Service%2C%20LLC&query_place_id=ChIJX7s-RhfExokRSL-bKdm4-6o,Yes,No,"Philadelphia, Pennsylvania area",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
Quikstiks Mobile Lab Service,,0,15917 Kinsack Rd,,Centerville,Pennsylvania,US,https://quikstiks-mobile-lab-service.ueniweb.com/?utm_campaign=gmb,(814) 547-3460,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Quikstiks%20Mobile%20Lab%20Service&query_place_id=ChIJH5-CCfbpMogRWd8D7MivmO0,Yes,No,"Centerville, Pennsylvania area",Mobile laboratory service - company name clearly indicates mobile laboratory specialization.
Compassionate Care Phlebotomy & Medical LLC,4.6,22,413 S Washington Ave,,Scranton,Pennsylvania,US,,(570) 239-4604,Medical clinic,https://www.google.com/maps/search/?api=1&query=Compassionate%20Care%20Phlebotomy%20%26%20Medical%20LLC&query_place_id=ChIJYTv1QwXfxIkRFFvb9yBNjXo,Unknown,No,"Scranton, Pennsylvania",Medical clinic but unclear if mobile phlebotomy services offered based on available information.
Guthrie Sayre Laboratory Services,,0,1 Guthrie Sq,,Sayre,Pennsylvania,US,https://www.guthrie.org/locations/sayre-laboratory-services?utm_source=other&utm_medium=listing&utm_campaign=yext,(570) 887-4719,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Guthrie%20Sayre%20Laboratory%20Services&query_place_id=ChIJzSUVOToJ0IkRlzzNBaVSEEQ,No,No,"Sayre, Pennsylvania","Fixed laboratory facility part of Guthrie network, not a mobile phlebotomy service."
Geisinger Medical Office Building Wyoming Valley Lab,5,5,950 E Mountain Blvd,,Wilkes-Barre,Pennsylvania,US,https://locations.geisinger.org/Geisinger-Medical-Office-Building-Wyoming-Valley-Lab,(570) 271-6326,Laboratory,https://www.google.com/maps/search/?api=1&query=Geisinger%20Medical%20Office%20Building%20Wyoming%20Valley%20Lab&query_place_id=ChIJs0YerbkbxYkRZe9Xra-WNZs,No,No,"Wilkes-Barre, Pennsylvania","Fixed laboratory facility part of Geisinger network, not a mobile phlebotomy service."
J C Blair Medical Laboratory,5,4,18831 Sandy Ridge Station,,Orbisonia,Pennsylvania,US,https://www.phhealthcare.org/location/outpatient-care-services/quicklab-orbisoniaa-service-of-penn-highlands-huntingdon-lab-collection-site-596,(814) 447-9511,Medical laboratory,https://www.google.com/maps/search/?api=1&query=J%20C%20Blair%20Medical%20Laboratory&query_place_id=ChIJSb3hsCliyYkR9PD0SbI3SrU,No,No,"Orbisonia, Pennsylvania","Fixed medical laboratory facility, not a mobile phlebotomy service."
PFM Mobile Phlebotomy and Wellness LLC,,0,19 Arnold St,,Woonsocket,Rhode Island,US,https://www.pfmphlebotomy.com/about-us,(401) 241-9605,,https://www.google.com/maps/search/?api=1&query=PFM%20Mobile%20Phlebotomy%20and%20Wellness%20LLC&query_place_id=ChIJhXfshlBq5IkRxGwwORgrpoI,Yes,No,"New England, Connecticut",Mobile phlebotomy and wellness service - company name clearly indicates mobile phlebotomy specialization.
"Gentle Sticks Mobile Phlebotomy, LLC",4.9,54,4371 Charlotte Hwy Ste 22,,Lake Wylie,South Carolina,US,http://www.gentlesticks.com/,(803) 589-7999,Laboratory,https://www.google.com/maps/search/?api=1&query=Gentle%20Sticks%20Mobile%20Phlebotomy%2C%20LLC&query_place_id=ChIJEzho-raBtmkRg12cZXCw088,Yes,No,"Lake Wylie, South Carolina area",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
Gifted Touch Mobile Phlebotomy,5,22,4235 Hillsboro Pike #300,,Nashville,Tennessee,US,https://nashvillemobilephlebotomy.com/,(615) 768-9406,Community health center,https://www.google.com/maps/search/?api=1&query=Gifted%20Touch%20Mobile%20Phlebotomy&query_place_id=ChIJXV-AsiZlZIgR0qvW-kmWgmE,Yes,No,"Nashville, Tennessee area",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
Prostixmp,,0,1331 Union Ave ste 1002,,Memphis,Tennessee,US,https://prostixmp.com/,(901) 646-5724,Blood testing service,https://www.google.com/maps/search/?api=1&query=Prostixmp&query_place_id=ChIJ8-U6-b9_1YcRt4mdfbvKLrw,Unknown,No,"Memphis, Tennessee",Blood testing service but unclear if mobile services offered based on available information.
Compassionate Care Technical Center,3.8,29,900 E Woodland Ave,,Knoxville,Tennessee,US,,(865) 394-9960,Nursing school,https://www.google.com/maps/search/?api=1&query=Compassionate%20Care%20Technical%20Center&query_place_id=ChIJ38U7Ej89XIgRxZSBZpvhTjU,No,No,"Knoxville, Tennessee","Medical training school, not a mobile phlebotomy service."
Divine Testing Solutions,,0,740C Conference Dr,,Goodlettsville,Tennessee,US,http://www.101divineservices.org/,(615) 473-3394,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Divine%20Testing%20Solutions&query_place_id=ChIJW1zKMTlFZIgRcSPHiwHSST0,Unknown,No,"Goodlettsville, Tennessee",Medical laboratory but unclear if mobile services offered based on available information.
Fortis Institute in Nashville,4.4,150,3354 Perimeter Hill Dr Suite 105,,Nashville,Tennessee,US,https://www.fortis.edu/campuses/tennessee/nashville.html,(615) 320-5917,Vocational school,https://www.google.com/maps/search/?api=1&query=Fortis%20Institute%20in%20Nashville&query_place_id=ChIJ21vgfVZuZIgR5EnhJ7n6Otk,No,No,"Nashville, Tennessee","Medical training school, not a mobile phlebotomy service."
Lifeline Blood Services,4.4,26,183 Sterling Farms Dr,,Jackson,Tennessee,US,http://lifelinebloodserv.org/,(731) 427-4431,Blood donation center,https://www.google.com/maps/search/?api=1&query=Lifeline%20Blood%20Services&query_place_id=ChIJn44sl9OmfogRG0rfq2Ao18s,No,No,"Jackson, Tennessee","Blood donation center, not a mobile phlebotomy service."
Humble Solutions Lab Services,5,12,394 W Main St STE B9,,Hendersonville,Tennessee,US,https://www.humblesolutionslabservices.com/,(615) 697-3871,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Humble%20Solutions%20Lab%20Services&query_place_id=ChIJmcdczFf6NgwR819Ma78iWoc,Unknown,No,"Hendersonville, Tennessee",Medical laboratory but unclear if mobile services offered based on available information.
Vanderbilt Laboratory Services Central One Hundred Oaks,3.1,21,719 Thompson Ln #23108,,Nashville,Tennessee,US,https://vanderbilthealth.com/locations/vanderbilt-laboratory-services-central-one-hundred-oaks?utm_source=Yext,(615) 322-5000,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Vanderbilt%20Laboratory%20Services%20Central%20One%20Hundred%20Oaks&query_place_id=ChIJS3Bn9KNlZIgRaJkVr-p8rec,No,No,"Nashville, Tennessee","Fixed laboratory facility part of Vanderbilt network, not a mobile phlebotomy service."
My Health Check Lab,5,41,845 Bell Rd,,Antioch,Tennessee,US,http://www.myhealthchecklab.com/,(615) 728-0881,Blood testing service,https://www.google.com/maps/search/?api=1&query=My%20Health%20Check%20Lab&query_place_id=ChIJUd1RfPBtZIgRzlg78Wl3leY,No,No,"Antioch, Tennessee","Fixed blood testing service location, not a mobile phlebotomy service."
Vanderbilt Laboratory Services,5,1,1301 Medical Center Dr Room 1602,,Nashville,Tennessee,US,https://vanderbilthealth.com/locations/vanderbilt-laboratory-services?utm_source=Yext,(615) 322-5000,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Vanderbilt%20Laboratory%20Services&query_place_id=ChIJr108oSlnZIgRbL6tBeHsnLs,No,No,"Nashville, Tennessee","Fixed laboratory facility part of Vanderbilt network, not a mobile phlebotomy service."
Just Do LaBs Mobile Concierge Services,4.9,9,4091 Mallory Ln #114,,Franklin,Tennessee,US,https://www.justdolabs.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=16431543382020799453,(615) 596-9878,Blood testing service,https://www.google.com/maps/search/?api=1&query=Just%20Do%20LaBs%20Mobile%20Concierge%20Services&query_place_id=ChIJhy8HK2x_ZIgRawN4qiACiLI,Yes,No,"Franklin, Tennessee area",Mobile concierge laboratory service - company name includes mobile concierge services.
"One Call We Draw Mobile Phlebotomy Services, LLC",5,21,15488 Old Jacksonville Hwy Suite 100,,Tyler,Texas,US,https://onecallwedraw.com/,(430) 287-2081,Medical laboratory,https://www.google.com/maps/search/?api=1&query=One%20Call%20We%20Draw%20Mobile%20Phlebotomy%20Services%2C%20LLC&query_place_id=ChIJs6E695XLSYYR7vF-iF3cwTY,Yes,No,"Tyler, Texas area",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
D of J Mobile Phlebotomy Services LLC,5,1,4830 Wilson Rd suite 300 # 231,,Humble,Texas,US,http://www.dofjmps.com/,(346) 215-1553,Blood testing service,https://www.google.com/maps/search/?api=1&query=D%20of%20J%20Mobile%20Phlebotomy%20Services%20LLC&query_place_id=ChIJCTxP7GexQIYRk6QudlqooXI,Yes,No,"Humble, Texas area",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
Feather Touch Mobile Phlebotomy,5,9,2459 E Hebron Pkwy #130,,Carrollton,Texas,US,https://www.feathertouchphleb.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=13281473808518637643,(833) 467-4532,Laboratory,https://www.google.com/maps/search/?api=1&query=Feather%20Touch%20Mobile%20Phlebotomy&query_place_id=ChIJTxxclt4lTIYRhpMIs5mm5CA,Yes,No,"Carrollton, Texas area",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
Gentle Hands Mobile Phlebotomy and More LLC,5,6,14405 Walters Rd Ste 807,,Houston,Texas,US,https://www.ghmpandmorellc.com/,(346) 317-1192,Laboratory,https://www.google.com/maps/search/?api=1&query=Gentle%20Hands%20Mobile%20Phlebotomy%20and%20More%20LLC&query_place_id=ChIJQffNMHPNQIYRe_K--7j9_aQ,Yes,No,"Houston, Texas area",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
Precision Mobile Phlebotomy Services LLC,,0,8330 Lyndon B Johnson Fwy #674,,Dallas,Texas,US,,(888) 428-2218,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Precision%20Mobile%20Phlebotomy%20Services%20LLC&query_place_id=ChIJ7RKVYOIhTIYRknvyDyL3YpM,Yes,No,"Dallas, Texas area",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
"Dee's Mobile Phlebotomy Services,LLC",4.4,21,9894 Bissonnet St #715,,Houston,Texas,US,http://www.dmphlebotomy.com/,(713) 485-4167,Medical clinic,https://www.google.com/maps/search/?api=1&query=Dee's%20Mobile%20Phlebotomy%20Services%2CLLC&query_place_id=ChIJP6CV6ajCQIYRU25yZHATk0U,Yes,No,"Houston, Texas area",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
Comfort Mobile Phlebotomy LLC,5,19,2310 N Henderson Ave suite B 1215,,Dallas,Texas,US,https://comfortmobilephlebotomy.com/,(214) 779-3531,Retail space rental agency,https://www.google.com/maps/search/?api=1&query=Comfort%20Mobile%20Phlebotomy%20LLC&query_place_id=ChIJyZwEwoufToYRq1TDyYo1apk,Yes,No,"Dallas, Texas area",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
Various Veins Mobile Phlebotomy Services,5,5,801 Travis St Ste 2101,,Houston,Texas,US,https://www.variousveins.com/,(713) 893-7765,Blood testing service,https://www.google.com/maps/search/?api=1&query=Various%20Veins%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJjbR87si_QIYRvcRUlYI8C1g,Yes,No,"Houston, Texas area",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
On The Go Mobile Phlebotomy,5,162,13612 Midway Rd #412,,Farmers Branch,Texas,US,http://www.onthegolabs.com/,(214) 997-3046,Drug testing service,https://www.google.com/maps/search/?api=1&query=On%20The%20Go%20Mobile%20Phlebotomy&query_place_id=ChIJaUcqIu6JToYR5IZ6eZkhSp4,Yes,No,"Farmers Branch, Texas area",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
One Stick Lab,5,26,4201 Cypress Creek Pkwy Suite 225,,Houston,Texas,US,https://onesticklab.com/,(281) 919-2188,Laboratory,https://www.google.com/maps/search/?api=1&query=One%20Stick%20Lab&query_place_id=ChIJIQNDeefLQIYR80bPZ3bxZgI,Unknown,No,"Houston, Texas",Laboratory service but unclear if mobile services offered based on available information.
Soft Touch Lab Services,5,52,3617 Broadway #501,,San Antonio,Texas,US,http://www.softtouchmpsllc.com/,(210) 605-3319,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Soft%20Touch%20Lab%20Services&query_place_id=ChIJsSNe98mNXIYRNyqgs3V_8R0,Yes,No,"San Antonio, Texas area",Mobile phlebotomy service based on website domain name 'mps' (mobile phlebotomy services).
Labcorp,3,61,864 Central Blvd Ste 900,,Brownsville,Texas,US,https://locations.labcorp.com/tx/brownsville/7096/,(956) 547-6600,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJ7R59JROUb4YREy_wYSbegto,No,Yes,National,"Fixed laboratory locations nationwide, not a mobile phlebotomy service."
New Start School,4.7,137,709 N Main St,,McAllen,Texas,US,http://www.newstartschool.com/,(956) 682-5670,Nursing school,https://www.google.com/maps/search/?api=1&query=New%20Start%20School&query_place_id=ChIJDaUPuDmnZYYR0vwS6UttV70,No,No,"McAllen, Texas","Medical training school, not a mobile phlebotomy service."
All Star Medical Supply,5,12,1408 E Jasmine Ave Ste D,,McAllen,Texas,US,https://allstarmedsupply.us/laboratory-diagnostic-supplies-our-products/,(956) 618-1330,Medical supply store,https://www.google.com/maps/search/?api=1&query=All%20Star%20Medical%20Supply&query_place_id=ChIJSz_8n8CgZYYRQPPq3lqlA0c,No,No,"McAllen, Texas","Medical supply store, not a mobile phlebotomy service."
Harmony Mobile Phlebotomy LLC,,0,2582 Main St,,Ingleside,Texas,US,https://www.harmonymobilephlebotomy.com/,(361) 229-7217,Laboratory,https://www.google.com/maps/search/?api=1&query=Harmony%20Mobile%20Phlebotomy%20LLC&query_place_id=ChIJy6WQOC1RaIYRoWZWVW__zvo,Yes,No,"Ingleside, Texas area",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
RGTC Mobile Lab Service LLC,4.9,93,2000 25th Ave N Suite 109,,Texas City,Texas,US,http://rgtcmobilelabservicellc.com/?utm_source=gmb&utm_medium=referral,(409) 526-5237,Drug testing service,https://www.google.com/maps/search/?api=1&query=RGTC%20Mobile%20Lab%20Service%20LLC&query_place_id=ChIJDadajiF5P4YRFcpynaQiGHA,Yes,No,"Texas City, Texas area",Mobile laboratory service - company name clearly indicates mobile laboratory specialization.
Labdraw Express,5,12,302 N Houston Ave #201,,Humble,Texas,US,http://www.labdrawex.com/,(832) 776-7399,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labdraw%20Express&query_place_id=ChIJJRbYgTHJQIYRfshiT0FaLlI,Unknown,No,"Humble, Texas",Medical laboratory but unclear if mobile services offered based on available information.
Medical Mobile Services,5,1,7211 Regency Square Blvd # 106,,Houston,Texas,US,http://medicalmobileservicescompany.com/,(832) 343-6014,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Medical%20Mobile%20Services&query_place_id=ChIJ48LZ914nQYYRWqMMWctFeHE,Yes,No,"Houston, Texas area",Mobile medical service - company name clearly indicates mobile medical specialization.
Izzy's Care,5,1,3417 73rd St #68,,Lubbock,Texas,US,,(806) 401-6044,Home health care service,https://www.google.com/maps/search/?api=1&query=Izzy's%20Care&query_place_id=ChIJe7aliYsuPA4RdPc2FQ7tT8A,Unknown,No,"Lubbock, Texas",Home health care service but unclear if phlebotomy services offered based on available information.
Elite Phlebotomy Mobile Services,,0,8990 Kirby Dr Ste. 220,,Houston,Texas,US,,(800) 442-9038,Health consultant,https://www.google.com/maps/search/?api=1&query=Elite%20Phlebotomy%20Mobile%20Services&query_place_id=ChIJpVted7Tc4SIRNq8qiuavxgU,Yes,No,"Houston, Texas area",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
Sincere touch mobile phlebotomy llc and phlebotomy training center And Lab,5,14,1166 Country Club Ln suites 8/10,,Fort Worth,Texas,US,http://sinceremobilephlebotomy.net/,(817) 939-3117,Blood testing service,https://www.google.com/maps/search/?api=1&query=Sincere%20touch%20mobile%20phlebotomy%20llc%20and%20phlebotomy%20training%20center%20And%20Lab&query_place_id=ChIJ23EKUg97ToYRNny80ppmtW4,Yes,No,"Fort Worth, Texas area",Mobile phlebotomy service and training center - company name clearly indicates mobile phlebotomy specialization.
"Dr. Monzer H. Yazji, MD",2.2,203,502 S Closner Blvd,,Edinburg,Texas,US,http://www.yazjimd.com/,(956) 292-0100,Internist,https://www.google.com/maps/search/?api=1&query=Dr.%20Monzer%20H.%20Yazji%2C%20MD&query_place_id=ChIJtcUxehShZYYRLJZKmsX5BPg,No,No,"Edinburg, Texas","Medical doctor's office, not a mobile phlebotomy service."
The Blood Fairy Mobile Phlebotomy,5,10,3200 Wilcrest Dr Ste 170=-11,,Houston,Texas,US,https://www.tbfmobilephlebotomy.com/,(346) 608-3443,Local medical services,https://www.google.com/maps/search/?api=1&query=The%20Blood%20Fairy%20Mobile%20Phlebotomy&query_place_id=ChIJnxF7U5MXbWgRXoAYru3MSIA,Yes,No,"Houston, Texas area",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
Physicians Preferred Laboratory,3.9,15,3501 S Soncy Rd # 116,,Amarillo,Texas,US,https://www.apgppl.com/,(806) 358-1211,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Physicians%20Preferred%20Laboratory&query_place_id=ChIJzcjRLfRQAYcRtke3asgXDPE,No,No,"Amarillo, Texas","Fixed laboratory location, not a mobile phlebotomy service."
Prime Medical Testing,2.8,24,3400 Olsen Blvd,,Amarillo,Texas,US,http://www.primemedicaltesting.com/,(806) 359-7600,Drug testing service,https://www.google.com/maps/search/?api=1&query=Prime%20Medical%20Testing&query_place_id=ChIJ2dDdKcVPAYcRff80kELZB6A,No,No,"Amarillo, Texas","Fixed drug testing service location, not a mobile phlebotomy service."
Premier Mobile Phlebotomy,,0,115 Dixie Dr STE 130,,Lake Jackson,Texas,US,,(979) 248-7149,Blood testing service,https://www.google.com/maps/search/?api=1&query=Premier%20Mobile%20Phlebotomy&query_place_id=ChIJEWsvzcNBQIYRvdcE43ZGtrE,Yes,No,"Lake Jackson, Texas area",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
